ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
1638,1973-06-08,32,F,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Land,702.714,283.124,0,1,Kunde
1639,1970-01-10,97,F,single,nein,Ueberweisung,8,Sueddeutschland,Sachsen-Anhalt,Stadt,7585.49,14.456,0,1,Kunde
1640,1991-08-16,44,F,single,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,4955.48,136.6084,0,0,Kunde
1641,1987-01-03,72,F,single,ja,Ueberweisung,7,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5505.05,192.2878,0,0,Kunde
1642,1982-09-30,22,F,,nein,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,9584.79,465.834,1,0,Kunde
1643,1982-08-06,80,F,,ja,Kreditkarte,7,Norddeutschland,Niedersachsen,Stadt,8661.88,23.6828,0,0,Kunde
1644,1958-01-12,61,F,single,ja,Paypal,7,Sueddeutschland,Sachsen-Anhalt,Stadt,7932.47,56.32,0,1,Kunde
1645,1985-01-14,91,M,verheiratet,nein,Kreditkarte,7,Norddeutschland,Schleswig-Holstein,Stadt,6176.67,345.23,0,1,Kuendiger
1646,1980-01-18,64,F,verheiratet,ja,Kreditkarte,7,Norddeutschland,Brandenburg,Stadt,2579.65,415.21,0,1,Kunde
1647,1958-12-30,39,F,single,nein,Kreditkarte,8,Sueddeutschland,Hessen,Stadt,3193.13,139.557,0,0,Kunde
1648,1963-03-03,26,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1999.84,358.304,0,1,Kunde
1649,1980-02-25,46,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Bremen,Land,3443.72,88.9922,0,0,Kunde
1650,1984-10-31,79,F,,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,4315.17,242.908,0,0,Kuendiger
1651,1991-08-16,88,F,single,ja,Paypal,8,Norddeutschland,Hamburg,Stadt,1076.46,74.2844,1,0,Kunde
1652,1984-07-01,29,M,single,ja,Paypal,8,Norddeutschland,Brandenburg,Land,2152.91,56.32,1,0,Kunde
1653,1983-07-24,46,F,single,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,9457.62,557.554,1,0,Kunde
1654,1991-08-16,88,F,,nein,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Stadt,6860.8,252.252,0,1,Kunde
1655,1970-03-23,57,F,,nein,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,487.525,559.796,1,1,Kunde
1656,1991-08-16,86,M,,nein,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Land,1271.33,283.048,0,0,Kunde
1657,1991-08-16,43,F,,ja,Paypal,8,Norddeutschland,Bremen,Stadt,7702.17,305.41,0,1,Kunde
1658,1969-10-04,45,F,single,ja,Ueberweisung,8,Sueddeutschland,Bayern,Land,4505.71,56.32,0,0,Kunde
1659,1986-07-17,82,M,single,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4884.14,145.2076,0,0,Kunde
1660,1958-04-05,40,M,single,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Land,3337.39,587.112,0,1,Kunde
1661,1975-11-01,36,F,,ja,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Land,9408.33,283.048,0,0,Kunde
1662,1966-02-26,43,F,,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,2278.16,34.812,0,0,Kunde
1663,1982-09-26,78,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,1684.07,166.3524,0,0,Kunde
1664,1972-03-12,42,F,single,ja,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,6945.88,279.756,0,0,Kunde
1665,1978-01-28,50,F,single,ja,Paypal,8,Sueddeutschland,Saarland,Land,9682.11,296.124,0,0,Kunde
1666,1983-02-08,89,M,single,ja,Kreditkarte,8,Sueddeutschland,Bayern,Land,5166.9,468.254,0,0,Kunde
1667,1975-05-03,73,F,single,ja,Ueberweisung,8,Sueddeutschland,Saarland,Stadt,523.763,266.49,0,0,Kunde
1668,1983-03-12,63,M,single,ja,Paypal,8,Sueddeutschland,Bayern,Stadt,6064.43,187.4562,1,0,Kunde
1669,1984-03-12,47,F,single,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,5948.9,67.387,0,1,Kunde
1670,1980-10-16,21,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Berlin,Stadt,8205.66,106.6882,0,1,Kunde
1671,1964-06-17,29,F,verheiratet,ja,Paypal,8,Norddeutschland,Bremen,Land,7996,478.008,0,1,Kunde
1672,1963-05-17,70,M,,nein,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,5838.43,356.842,0,0,Kunde
1673,1979-02-10,79,F,,nein,Ueberweisung,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,809.04,36.3172,0,0,Kunde
1674,1988-11-23,40,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Land,8894.39,212.152,0,1,Kunde
1675,1983-01-09,68,M,,nein,Ueberweisung,8,Norddeutschland,Schleswig-Holstein,Stadt,1704.72,62.266,0,0,Kunde
1676,1969-04-29,120,F,single,nein,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,8814.64,388.794,0,0,Kunde
1677,1970-11-03,87,F,single,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Land,362.47,253.97,0,0,Kunde
1678,1985-05-09,42,F,,ja,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,5704.22,65.69,0,1,Kunde
1679,1965-10-15,67,M,single,nein,Kreditkarte,8,Sueddeutschland,Bayern,Stadt,2636.92,50.0454,0,0,Kunde
1680,1988-09-08,59,M,verheiratet,nein,Kreditkarte,3,Sueddeutschland,Rheinland-Pfalz,Land,4071.45,541.864,0,1,Kunde
1681,1988-09-10,52,F,,nein,Ueberweisung,8,Sueddeutschland,Bayern,Land,7000.24,457.834,0,0,Kunde
1682,1984-05-11,80,M,single,nein,Ueberweisung,8,Norddeutschland,Hamburg,Stadt,1314.15,367.07,0,0,Kunde
1683,1969-03-10,82,F,,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,4945.38,342.65,0,0,Kunde
1684,1984-03-16,35,F,verheiratet,nein,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,8065.91,519.422,1,0,Kunde
1685,1983-01-28,93,F,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Sachsen-Anhalt,Stadt,1310.91,447.692,0,0,Kunde
1686,1983-08-12,55,F,verheiratet,ja,Paypal,8,Sueddeutschland,Hessen,Land,9170.84,344.316,0,0,Kunde
1687,1967-05-17,45,F,verheiratet,ja,Paypal,8,Sueddeutschland,Sachsen,Stadt,9218.71,56.32,0,0,Kunde
1688,1991-08-16,61,M,,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,2530.32,56.32,0,1,Kunde
1689,1986-03-09,62,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Land,1396.54,234.916,0,1,Kunde
1690,1991-08-16,68,F,verheiratet,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,6206.18,597.274,0,0,Kunde
1691,1987-10-08,67,M,verheiratet,nein,Kreditkarte,8,Norddeutschland,Berlin,Stadt,7831.93,450.852,0,0,Kunde
1692,1984-06-16,84,F,single,nein,Ueberweisung,8,Sueddeutschland,Sachsen-Anhalt,Stadt,7746.2,56.32,0,1,Kunde
1693,1985-07-12,36,M,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,3834.81,29.6956,1,1,Kunde
1694,1983-09-16,41,F,,ja,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,3352.09,303.252,0,0,Kunde
1695,1960-08-16,89,M,single,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,6222.96,512.574,0,0,Kunde
1696,1991-08-16,39,M,,ja,Paypal,8,Sueddeutschland,Hessen,Stadt,8992.85,321.196,0,0,Kunde
1697,1985-01-04,39,F,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Saarland,Stadt,1856.92,56.32,0,0,Kunde
1698,1983-09-08,54,F,verheiratet,nein,Kreditkarte,8,Sueddeutschland,Saarland,Land,6964.16,417.596,0,1,Kunde
1699,1983-07-16,36,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Land,4763.91,349.79,0,1,Kunde
1700,1980-11-07,84,F,,nein,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,6036.21,456.468,0,1,Kunde
1701,1982-09-06,54,M,verheiratet,ja,Kreditkarte,7,Norddeutschland,Brandenburg,Land,2353.76,106.6886,0,1,Kunde
1702,1984-04-27,94,F,,ja,Ueberweisung,8,Sueddeutschland,Sachsen,Stadt,8740.46,432.744,1,0,Kunde
1703,1989-05-30,66,M,,nein,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,7616.14,239.368,0,1,Kunde
1704,1989-06-10,51,M,single,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,6488,399.612,0,0,Kunde
1705,1989-09-09,18,M,,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,8770.8,139.8566,0,1,Kunde
1706,1981-06-10,43,F,,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,8625.28,29.3808,1,1,Kunde
1707,1984-08-22,78,F,single,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,2644.98,591.092,0,1,Kunde
1708,1987-10-29,23,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,4816.2,251.966,0,0,Kunde
1709,1989-02-05,53,M,single,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,7639.4,231.366,0,0,Kunde
1710,1984-09-10,87,F,single,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,,56.32,0,0,Kunde
1711,1989-03-11,49,M,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Land,4581.87,56.32,0,0,Kunde
1712,1988-01-09,56,F,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,4955.39,598.874,0,1,Kunde
1713,1988-05-08,83,M,,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Land,6533.02,338.442,0,0,Kunde
1714,1989-04-04,27,F,,ja,Paypal,8,Sueddeutschland,Hessen,Stadt,5029.07,56.32,0,0,Kunde
1715,1989-05-04,48,M,,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,6900.56,442.51,1,1,Kunde
1716,1986-10-05,41,F,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Land,392.043,241.184,0,1,Kunde
1717,1989-01-14,66,F,single,nein,Paypal,8,Norddeutschland,Schleswig-Holstein,Land,6723.94,257.848,0,0,Kunde
1718,1989-09-13,33,M,single,nein,Kreditkarte,8,Sueddeutschland,Hessen,Land,7887.75,249.298,1,0,Kunde
1719,1986-02-16,19,M,verheiratet,nein,Paypal,8,Sueddeutschland,Hessen,Stadt,2081.85,182.7424,1,0,Kunde
1720,1984-02-03,93,M,verheiratet,nein,Ueberweisung,8,Norddeutschland,Berlin,Stadt,7651.13,433.78,0,0,Kunde
1721,1991-08-16,73,F,,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,8460.14,354.122,0,0,Kunde
1722,1967-12-29,23,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,2445.76,213.806,0,1,Kunde
1723,1971-09-19,55,F,,ja,Kreditkarte,8,Sueddeutschland,Hessen,Land,2508.06,205.776,0,1,Kunde
1724,1984-03-04,78,M,single,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,8069.31,452.136,0,0,Kunde
1725,1989-03-10,19,F,single,nein,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Stadt,9020.56,56.32,0,0,Kunde
1726,1989-02-15,77,F,single,ja,Kreditkarte,7,Norddeutschland,Nordrhein-Westfalen,Land,2927.78,325.024,0,1,Kunde
1727,1989-03-22,56,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Berlin,Land,9853.33,332.992,0,0,Kunde
1728,1988-06-15,47,M,,ja,Ueberweisung,7,Sueddeutschland,Sachsen-Anhalt,Land,8474.37,35.2066,0,1,Kunde
1729,1988-10-08,77,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,1702.16,564.72,0,0,Kunde
1730,1989-01-11,97,M,verheiratet,ja,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Land,914.827,598.964,0,0,Kunde
1731,1989-09-19,64,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Bremen,Land,3651.09,36.9842,0,0,Kunde
1732,1983-10-02,92,F,,ja,Ueberweisung,8,Norddeutschland,Berlin,Stadt,8127.11,208.05,0,1,Kunde
1733,1989-08-19,21,M,verheiratet,ja,Ueberweisung,8,Sueddeutschland,Hessen,Stadt,1592.42,65.69,0,0,Kunde
1734,1991-08-16,77,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Hessen,Stadt,7385,269.08,0,0,Kunde
1735,1986-03-12,32,M,,nein,Ueberweisung,8,Norddeutschland,Berlin,Stadt,5416.49,264.998,0,0,Kunde
1736,1967-10-24,35,F,single,ja,Ueberweisung,8,Sueddeutschland,Saarland,Land,5096.89,368.434,0,1,Kunde
1737,1983-08-19,20,F,,ja,Ueberweisung,8,Sueddeutschland,Thueringen,Stadt,4304.64,348.102,0,1,Kunde
1738,1984-06-12,58,M,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Rheinland-Pfalz,Stadt,6133.48,167.5404,0,0,Kunde
1739,1959-11-07,58,M,verheiratet,ja,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Stadt,3298.16,491.91,1,1,Kunde
1740,1984-07-30,31,F,single,ja,Ueberweisung,7,Norddeutschland,Brandenburg,Stadt,8238.82,343.002,0,1,Kunde
1741,1983-01-09,34,F,single,ja,Kreditkarte,8,Norddeutschland,Bremen,Stadt,9085.69,459.606,0,0,Kunde
1742,1985-05-06,38,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5053.58,56.32,1,0,Kunde
1743,1985-05-15,39,M,single,ja,Kreditkarte,7,Sueddeutschland,Rheinland-Pfalz,Stadt,11.0284,47.9032,0,0,Kunde
1744,1985-06-07,63,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Land,8879.15,56.32,0,0,Kunde
1745,1989-04-11,61,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,3253.39,371.012,0,0,Kunde
1746,1989-10-15,53,M,single,nein,Paypal,7,Norddeutschland,Brandenburg,Stadt,3711.15,200.854,0,0,Kunde
1747,1965-02-13,39,F,single,nein,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,1382.94,323.864,0,1,Kunde
1748,1983-09-10,64,M,,nein,Kreditkarte,8,Sueddeutschland,Bayern,Land,7993.72,293.718,0,0,Kunde
1749,1983-02-20,32,M,verheiratet,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,7072.23,534.604,1,0,Kunde
1750,1981-10-05,57,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,4115.39,441.568,0,0,Kunde
1751,1991-08-16,74,F,verheiratet,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,6074.44,121.0072,0,0,Kunde
1752,1978-03-02,85,M,single,nein,Kreditkarte,8,Sueddeutschland,Saarland,Land,9110.06,597.854,0,1,Kunde
1753,1985-01-13,46,M,,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,6045.96,258.66,0,0,Kunde
1754,1975-01-17,67,F,single,ja,Paypal,6,Norddeutschland,Nordrhein-Westfalen,Stadt,9821.71,589.99,0,1,Kunde
1755,1984-10-22,94,M,verheiratet,nein,Paypal,7,Norddeutschland,Bremen,Land,1430.91,139.0182,0,0,Kunde
1756,1974-03-31,28,F,,ja,Kreditkarte,8,Sueddeutschland,Bayern,Stadt,754.329,56.32,0,1,Kunde
1757,1991-08-16,75,F,single,nein,Kreditkarte,7,Norddeutschland,Niedersachsen,Stadt,3693.97,370.646,0,0,Kunde
1758,1983-05-02,94,M,verheiratet,ja,Kreditkarte,7,Sueddeutschland,Hessen,Stadt,114.026,18.55298,1,1,Kunde
1759,1985-09-14,52,F,verheiratet,ja,Paypal,7,Sueddeutschland,Sachsen,Land,837.036,588.822,1,0,Kunde
1760,1988-10-05,60,F,verheiratet,ja,Kreditkarte,7,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9593.06,425.448,0,0,Kunde
1761,1982-08-15,97,M,single,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,9622.34,236.286,0,1,Kunde
1762,1984-02-07,60,M,verheiratet,nein,Paypal,7,Norddeutschland,Nordrhein-Westfalen,Land,6793.38,162.4244,0,1,Kunde
1763,1962-04-11,38,M,,nein,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,5260,314.296,0,0,Kunde
1764,1986-08-19,33,F,,nein,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,2874.68,509.524,0,0,Kunde
1765,1985-05-06,22,M,single,ja,Kreditkarte,7,Norddeutschland,Brandenburg,Stadt,5734.88,449.806,0,0,Kunde
1766,1980-05-21,28,F,verheiratet,ja,Kreditkarte,3,Norddeutschland,Brandenburg,Land,3922.32,431.92,0,0,Kunde
1767,1988-07-30,84,M,verheiratet,nein,Ueberweisung,11,Norddeutschland,Niedersachsen,Land,4651.42,580.4,0,1,Kunde
1768,1986-09-23,80,F,,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,6520.96,504.18,1,1,Kunde
1769,1958-02-05,42,F,,ja,Paypal,8,Norddeutschland,Brandenburg,Stadt,8602.17,164.1394,0,0,Kunde
1770,1965-09-23,52,M,,ja,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,5462.23,575.826,1,1,Kunde
1771,1961-10-20,37,F,verheiratet,ja,Paypal,5,Norddeutschland,Bremen,Land,4773.2,282.252,0,1,Kunde
1772,1986-03-31,35,M,verheiratet,ja,Ueberweisung,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,3223.82,506.572,0,1,Kunde
1773,1965-07-19,70,M,,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,1781.99,56.32,0,0,Kunde
1774,1983-01-27,86,F,,nein,Paypal,7,Norddeutschland,Brandenburg,Stadt,5335.79,43.8908,0,1,Kunde
1775,1984-07-14,27,M,,nein,Ueberweisung,7,Norddeutschland,Schleswig-Holstein,Stadt,8978.14,120.193,0,1,Kuendiger
1776,1984-03-18,46,M,single,nein,Kreditkarte,7,Sueddeutschland,Rheinland-Pfalz,Land,9086.65,80.0348,0,1,Kunde
1777,1971-02-10,28,M,single,ja,Ueberweisung,8,Norddeutschland,Schleswig-Holstein,Land,,241.872,0,0,Kunde
1778,1983-03-07,31,M,verheiratet,ja,Kreditkarte,7,Sueddeutschland,Bayern,Stadt,,428.896,0,1,Kunde
1779,1989-10-20,34,F,single,ja,Kreditkarte,7,Sueddeutschland,Sachsen-Anhalt,Land,,285.676,0,0,Kunde
1780,1986-11-19,76,F,single,ja,Kreditkarte,7,Sueddeutschland,Hessen,Stadt,5654.58,319.496,0,0,Kunde
1781,1989-09-14,63,M,verheiratet,ja,Ueberweisung,5,Sueddeutschland,Thueringen,Land,8168.66,389.406,0,0,Kunde
1782,1980-01-09,73,M,single,ja,Kreditkarte,7,Norddeutschland,Niedersachsen,Land,1962.16,255.202,0,0,Kunde
1783,1989-02-22,33,F,single,ja,Ueberweisung,7,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8543.31,322.786,1,0,Kunde
1784,1981-02-14,36,M,,nein,Kreditkarte,7,Sueddeutschland,Saarland,Stadt,9360.78,500.132,0,1,Kunde
1785,1986-02-25,18,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,5358.98,56.32,0,0,Kunde
1786,1991-08-16,44,F,,ja,Paypal,7,Sueddeutschland,Bayern,Stadt,3156.15,297.694,1,1,Kunde
1787,1973-10-21,21,F,,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,58.5733,268.418,0,1,Kunde
1788,1958-02-25,89,F,,ja,Paypal,7,Norddeutschland,Bremen,Stadt,7396.52,429.646,0,0,Kunde
1789,1987-05-08,44,F,,nein,Kreditkarte,7,Sueddeutschland,Rheinland-Pfalz,Stadt,146.198,253.86,0,1,Kunde
1790,1986-10-09,33,M,single,ja,Paypal,7,Sueddeutschland,Sachsen-Anhalt,Stadt,546.639,281.474,0,1,Kunde
1791,1983-10-30,96,M,,nein,Kreditkarte,7,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6155.06,492.742,1,0,Kunde
1792,1978-07-19,23,F,,nein,Paypal,7,Sueddeutschland,Bayern,Stadt,5584.47,581.2,0,1,Kunde
1793,1985-02-25,52,F,single,ja,Kreditkarte,7,Norddeutschland,Schleswig-Holstein,Stadt,4449.73,241.094,0,0,Kuendiger
1794,1972-10-20,33,M,verheiratet,ja,Paypal,7,Sueddeutschland,Sachsen-Anhalt,Stadt,4276.37,56.32,1,1,Kunde
1795,1978-08-19,76,M,verheiratet,ja,Kreditkarte,7,Sueddeutschland,Hessen,Land,6452.03,30.5622,1,0,Kunde
1796,1979-05-04,93,M,,nein,Ueberweisung,7,Norddeutschland,Schleswig-Holstein,Stadt,4417.39,56.32,0,0,Kunde
1797,1962-01-30,50,M,verheiratet,nein,Kreditkarte,7,Norddeutschland,Brandenburg,Stadt,3304.31,56.32,0,0,Kunde
1798,1984-05-05,81,M,single,nein,Kreditkarte,7,Sueddeutschland,Bayern,Stadt,6763.47,142.1316,0,0,Kunde
1799,1985-01-21,60,F,single,nein,Ueberweisung,7,Sueddeutschland,Rheinland-Pfalz,Land,4746.86,248.374,0,0,Kunde
1800,1986-05-04,42,M,single,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Land,4263.91,106.3584,0,1,Kunde
1801,1991-08-16,71,F,single,nein,Ueberweisung,11,Sueddeutschland,Sachsen-Anhalt,Stadt,458.19,237.05,0,1,Kunde
1802,1984-01-05,60,F,,ja,Paypal,11,Norddeutschland,Schleswig-Holstein,Land,8662.93,56.32,0,0,Kunde
1803,1990-01-22,37,M,verheiratet,ja,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7924.51,302.986,0,1,Kunde
1804,1987-08-07,52,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,6702.66,315.758,0,0,Kunde
1805,1986-11-02,80,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Saarland,Land,1506.06,310.746,0,1,Kunde
1806,1983-05-01,88,F,single,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,6690.66,386.508,1,1,Kunde
1807,1965-01-15,42,F,single,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7575.01,218.816,0,0,Kunde
1808,1968-05-27,33,F,single,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Land,6820.38,428.794,0,1,Kunde
1809,1973-06-04,90,F,single,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,6300.01,56.32,1,1,Kunde
1810,1983-10-08,21,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Bayern,Land,9278.81,485.026,0,0,Kunde
1811,1989-04-30,59,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Hessen,Land,1868.63,56.32,0,1,Kunde
1812,1988-08-11,40,M,,ja,Kreditkarte,11,Sueddeutschland,Bayern,Land,6622.35,79.756,0,0,Kunde
1813,1964-08-05,63,F,verheiratet,ja,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,390.204,327.666,0,1,Kunde
1814,1982-06-06,50,F,single,nein,Paypal,11,Sueddeutschland,Sachsen-Anhalt,Stadt,3828.11,517.724,1,1,Kunde
1815,1958-03-17,30,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Berlin,Land,6197.19,362.466,1,1,Kunde
1816,1959-04-16,46,M,,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,3480.55,310.192,0,0,Kunde
1817,1986-01-22,64,M,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,5391.99,50.7526,1,0,Kunde
1818,1981-11-21,18,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,9722.07,112.7684,1,0,Kunde
1819,1975-03-05,41,F,single,nein,Ueberweisung,11,Sueddeutschland,Saarland,Land,5730.71,216.982,0,1,Kunde
1820,1966-05-03,32,F,single,nein,Kreditkarte,6,Norddeutschland,Brandenburg,Stadt,2203.9,437.232,0,0,Kunde
1821,1981-05-14,35,M,verheiratet,nein,Paypal,11,Sueddeutschland,Rheinland-Pfalz,Stadt,7768,541.872,0,0,Kunde
1822,1985-11-05,33,M,verheiratet,ja,Kreditkarte,5,Sueddeutschland,Sachsen,Stadt,3257.38,371.466,0,0,Kuendiger
1823,1982-01-13,83,M,,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,9051.32,273.66,0,1,Kunde
1824,1964-04-06,94,M,,ja,Ueberweisung,11,Sueddeutschland,Sachsen,Stadt,8349.5,522.978,0,0,Kunde
1825,1961-06-07,42,F,,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,7434.29,150.8978,0,0,Kunde
1826,1988-08-06,94,F,,ja,Ueberweisung,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,1586.27,597.244,0,0,Kunde
1827,1986-06-04,40,F,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,2432.94,583.994,0,0,Kunde
1828,1980-04-03,72,F,,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,9091.28,169.605,0,0,Kunde
1829,1974-05-29,95,M,,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,5816.73,154.694,0,0,Kunde
1830,1967-03-21,43,M,single,nein,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Land,597.668,56.32,0,0,Kunde
1831,1985-10-11,69,M,single,ja,Paypal,11,Sueddeutschland,Sachsen-Anhalt,Stadt,6215.04,56.32,0,0,Kunde
1832,1981-03-16,55,M,verheiratet,ja,Paypal,11,Norddeutschland,Bremen,Stadt,1693.85,267.012,1,0,Kunde
1833,1962-05-17,29,M,,nein,Kreditkarte,11,Norddeutschland,Bremen,Stadt,9417.91,12.89856,0,1,Kunde
1834,1963-07-15,87,F,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,7049.24,139.1344,0,1,Kunde
1835,1987-11-09,80,M,,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,9544.86,484.99,0,0,Kunde
1836,1983-01-15,48,F,verheiratet,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,7573.88,537.23,0,1,Kunde
1837,1986-03-31,52,F,single,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,4276.05,269.564,0,0,Kunde
1838,1955-08-17,92,M,single,ja,Ueberweisung,11,Norddeutschland,Niedersachsen,Land,9209.3,32.0554,0,0,Kunde
